hospital_id,hem_reference_no,hospital_name,hospital_parent_type,hospital_type,hospital_sub_type,establishment_year,state_name,state_code,district_name,division_name,block_name,pincode,geo_latitude,geo_longitude,org_head_name,org_head_contact,contact_email,accreditation_board,accreditation_level,accreditation_valid_upto,delisted_from_gov_schemes,total_bed_strength,inpatient_beds,has_fully_equipped_ot,has_icu_with_ac,has_casualty,has_opd,has_hdu,has_general_ward,has_labour_room,created_at,updated_at
a40f5f0a-3929-4e76-a9d2-31ce4dbb246e,UPHOSPREF000358,Saraswati Nursing Home,Single,PRIVATE,Private,2010,Uttar Pradesh,UP,Basti,Basti,Basti Block 5,279098,24.394618,78.534497,DR. DEEPAK KUMAR,8193890479,hospital358@pvt.up.in,NABL,PRE,,False,253,235,True,True,True,True,True,True,False,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
0353a6ab-598c-402b-81d1-9e1ed9e9698c,UPHOSPREF000359,Trauma Centre Kashi Vidyapeeth,Single,PUBLIC,PHC,1976,Uttar Pradesh,UP,Varanasi,Varanasi,Kashi Vidyapeeth,253447,26.464571,78.756013,DR. DINESH KUMAR,7005229117,hospital359@gov.up.in,NABL,,2029-07-25,False,381,269,True,True,True,True,False,True,True,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
265eddb7-a086-4ab7-a9c4-c4004f079d0b,UPHOSPREF000360,Sub-District Hospital Meerut,Single,PUBLIC,Medical College,1964,Uttar Pradesh,UP,Meerut,Meerut,Inchauli,280938,23.941861,83.10972,DR. VIRENDRA SINGH,7761260613,hospital360@gov.up.in,,PRE,,False,228,199,True,True,True,True,False,True,True,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
7b01b0ef-b5d1-4b32-8d71-60df7c6f97e8,UPHOSPREF000361,Dr. Sharma Nursing Home,Single,PRIVATE,NGO,2011,Uttar Pradesh,UP,Gonda,Devipatan,Gonda Block 4,277449,25.170832,81.917514,DR. SHYAM LAL,9493761283,hospital361@pvt.up.in,JCI,FULL,2028-11-27,False,211,163,True,False,True,True,False,True,False,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
59127543-a4ef-4f48-b859-c871032b5267,UPHOSPREF000362,Shakti Heart Institute,Single,PRIVATE,Trust,2006,Uttar Pradesh,UP,Badaun,Bareilly,Badaun Block 4,262924,28.710293,79.884591,DR. SURESH KUMAR,8187511396,hospital362@pvt.up.in,NABL,FULL,,False,119,110,True,False,True,True,False,True,True,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
968c30b7-a2e6-4221-850c-9c8e40575fb9,UPHOSPREF000363,Ram Medical Centre,Single,PRIVATE,NGO,2006,Uttar Pradesh,UP,Kanpur Nagar,Kanpur,Mandhana,270976,29.777755,81.606931,DR. SHIV KUMAR LODHI,7901023481,hospital363@pvt.up.in,NABH,FULL,2026-10-22,False,236,176,False,False,True,True,False,True,True,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
180f6563-8cf9-4464-810c-5a47c3b94261,UPHOSPREF000364,Medical College Hospital Bareilly,Single,PUBLIC,District Hospital,1971,Uttar Pradesh,UP,Bareilly,Bareilly,Bahrabad,253073,24.759012,81.871566,DR. DINESH KUMAR,9552998318,hospital364@gov.up.in,NABH,PRE,2028-09-20,False,233,219,True,True,True,True,False,True,True,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
b6bea3ab-a9b9-47e9-b736-6b723c3fc5b8,UPHOSPREF000365,Community Health Centre Auraiya Block 8,Single,PUBLIC,PHC,1974,Uttar Pradesh,UP,Auraiya,Kanpur,Auraiya Block 8,275636,25.418692,81.62902,DR. MUKESH KUMAR,7013110651,hospital365@gov.up.in,JCI,FULL,,False,76,59,False,True,True,True,True,True,True,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
3b10c69b-57d0-4699-8ace-72476649f51a,UPHOSPREF000366,Women Hospital Sambhal,Single,PUBLIC,PHC,1984,Uttar Pradesh,UP,Sambhal,Moradabad,Sambhal Block 8,297825,25.512049,77.742451,DR. DEVENDRA KUMAR,9438652439,hospital366@gov.up.in,,PRE,,False,61,46,True,False,True,True,False,True,True,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
1655d398-f648-4052-aa2b-7a2b300d25f2,UPHOSPREF000367,Community Health Centre Badagaon,Single,PUBLIC,CHC,1971,Uttar Pradesh,UP,Jhansi,Jhansi,Badagaon,261161,26.482887,83.306585,DR. RAJESH KUMAR,7662278200,hospital367@gov.up.in,JCI,,,False,88,72,True,True,True,True,True,True,True,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
b22dfe14-de77-44d3-99b4-a9eea57ae084,UPHOSPREF000368,Durga Multispeciality Hospital,Single,PRIVATE,Trust,2016,Uttar Pradesh,UP,Kushinagar,Gorakhpur,Kushinagar Block 4,283550,24.254242,81.658563,DR. RAJESH KUMAR,7054769407,hospital368@pvt.up.in,NABL,PRE,2026-06-16,False,61,42,True,True,True,True,True,True,True,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
797c0604-743c-4e66-8363-7cd94b949afe,UPHOSPREF000369,Gupta & Mishra Heart Institute,Single,PRIVATE,Trust,1996,Uttar Pradesh,UP,Deoria,Gorakhpur,Deoria Block 2,282938,25.432731,81.175994,DR. SHYAM LAL,7743360673,hospital369@pvt.up.in,NABH,,,False,258,199,True,True,True,True,True,True,True,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
ded8a65c-4013-42a2-a29b-13060aec21b7,UPHOSPREF000370,Medical College Hospital Prayagraj,Single,PUBLIC,District Hospital,1972,Uttar Pradesh,UP,Prayagraj,Prayagraj,Koraon,207276,25.98599,79.815709,DR. RAMU KAKA GAUTAM,7912991981,hospital370@gov.up.in,NABL,FULL,,False,382,284,True,True,True,True,True,True,False,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
e2448c67-8921-49a1-b490-20b7eac1865d,UPHOSPREF000371,Dr. Gupta Nursing Home,Single,PRIVATE,Trust,2016,Uttar Pradesh,UP,Kannauj,Kanpur,Kannauj Block 6,292199,25.602449,81.939402,DR. GUDDU KUMAR,7094350616,hospital371@pvt.up.in,NABL,PRE,2029-03-25,False,217,192,False,False,True,True,False,True,False,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
ed983dd8-8ee1-4240-bb89-a84db2b406e2,UPHOSPREF000372,Combined Hospital Hardoi,Single,PUBLIC,Civil Hospital,1968,Uttar Pradesh,UP,Hardoi,Lucknow,Hardoi Block 5,287067,26.552897,79.735407,DR. DINESH KUMAR PASI,7047997139,hospital372@gov.up.in,NABH,FULL,,False,318,279,True,True,True,True,True,True,False,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
3c8687da-be51-4a29-9221-be1dbe037dc6,UPHOSPREF000373,Trauma Centre Bhitargaon,Single,PUBLIC,Medical College,1989,Uttar Pradesh,UP,Kanpur Nagar,Kanpur,Bhitargaon,242533,24.645229,82.386269,DR. SUSHIL KUMAR,9529440584,hospital373@gov.up.in,NABH,FULL,,False,100,93,True,True,True,True,False,True,True,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
9adb0638-8214-4db4-920b-e2a1d52305be,UPHOSPREF000374,Medical College Hospital Mirzapur,Single,PUBLIC,Civil Hospital,1982,Uttar Pradesh,UP,Mirzapur,Mirzapur,Mirzapur Block 1,265080,28.556015,80.014389,DR. BABLU KUMAR,9507802857,hospital374@gov.up.in,,FULL,2029-11-22,False,309,287,True,True,True,True,False,True,True,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
b9139cfd-a86b-4326-be90-1c5eb69696ab,UPHOSPREF000375,Women Hospital Lakhimpur Kheri,Single,PUBLIC,PHC,1974,Uttar Pradesh,UP,Lakhimpur Kheri,Lucknow,Lakhimpur Block 6,242956,23.972902,77.903948,DR. DEVENDRA KUMAR,9480342858,hospital375@gov.up.in,,FULL,,False,106,95,True,False,True,True,False,True,False,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
8be68d63-128e-4cdd-a827-cbd619567b0c,UPHOSPREF000376,Agarwal & Pandey Multispeciality Hospital,Single,PRIVATE,Trust,2017,Uttar Pradesh,UP,Baghpat,Meerut,Baghpat Block 3,292433,29.833856,78.289465,DR. GUDDU KUMAR,9546421908,hospital376@pvt.up.in,NABL,,,False,276,217,True,False,True,True,False,True,False,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
bb62119d-e3a6-45bf-9d6d-8e722462c368,UPHOSPREF000377,Dr. Sharma Cancer Institute,Single,PRIVATE,Private,2018,Uttar Pradesh,UP,Kanpur Nagar,Kanpur,Rasulabad,284465,24.060705,80.722204,DR. SANTOSH KUMAR JAISWAL,7572782984,hospital377@pvt.up.in,,,2026-10-28,False,296,247,True,False,True,True,False,True,False,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
8e2d2656-b44d-4607-baa4-996f08b2a920,UPHOSPREF000378,Ram Surgical Centre,Single,PRIVATE,NGO,2012,Uttar Pradesh,UP,Kanpur Nagar,Kanpur,Sarbanandapur,219913,29.752798,81.569931,DR. VIRENDRA SINGH,8171324726,hospital378@pvt.up.in,,,,False,280,209,False,False,True,True,False,True,True,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
3ce1ff8c-8fbe-4cc9-a998-c11a1a878d8a,UPHOSPREF000379,District Hospital Prayagraj,Single,PUBLIC,Civil Hospital,1988,Uttar Pradesh,UP,Prayagraj,Prayagraj,Sahson,217274,28.81265,79.835566,DR. VIVEK KUMAR,9473559379,hospital379@gov.up.in,NABL,PRE,,False,48,38,True,False,True,True,False,True,True,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
8c2900a2-2dbd-4876-9ba5-e438fa096e8c,UPHOSPREF000380,Tiwari & Pandey Medical Centre,Single,PRIVATE,Trust,2008,Uttar Pradesh,UP,Shravasti,Devipatan,Shravasti Block 4,211110,26.532856,83.194377,DR. DEVENDRA KUMAR,7744041578,hospital380@pvt.up.in,NABL,,2028-06-04,False,24,18,True,False,False,True,False,True,True,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
01ebee83-e189-4691-bab6-13f4932e3007,UPHOSPREF000381,Sub-District Hospital Agra,Single,PUBLIC,Medical College,1959,Uttar Pradesh,UP,Agra,Agra,Shamsabad,220580,30.24619,78.164936,DR. LAKHAN LAL,8150201967,hospital381@gov.up.in,NABL,,,False,15,13,False,False,False,True,False,True,True,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
c3c87057-ad80-436c-b027-b677c15af5b0,UPHOSPREF000382,Combined Hospital Jaunpur,Single,PUBLIC,PHC,1984,Uttar Pradesh,UP,Jaunpur,Varanasi,Jaunpur Block 8,293605,25.333656,79.202908,DR. VIRENDRA SINGH KURMI,9885134145,hospital382@gov.up.in,NABL,,2027-02-04,False,63,48,True,True,True,True,True,True,True,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
4262d8ff-60e4-4b7f-ae17-a2e046df8613,UPHOSPREF000383,Zonal Hospital Sitapur,Single,PUBLIC,Medical College,1964,Uttar Pradesh,UP,Sitapur,Lucknow,Sitapur Block 2,213374,25.779289,82.621731,DR. AMIT KUMAR,7730616216,hospital383@gov.up.in,JCI,,2026-06-02,False,98,88,True,True,True,True,True,True,True,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
0848e5cf-8804-47df-9958-75c7427e8a3d,UPHOSPREF000384,Durga Heart Institute,Single,PRIVATE,Trust,1991,Uttar Pradesh,UP,Amethi,Ayodhya,Amethi Block 6,218229,27.218335,80.611064,DR. RAMU KAKA,9739425887,hospital384@pvt.up.in,NABL,,,False,32,29,True,False,True,True,False,True,True,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
0e775a8c-edf8-4cad-9a3a-06da2fd9543f,UPHOSPREF000385,Saraswati Eye Hospital,Single,PRIVATE,Trust,2014,Uttar Pradesh,UP,Sitapur,Lucknow,Sitapur Block 5,255241,24.091676,77.78463,DR. VIJAY KUMAR,9632619055,hospital385@pvt.up.in,JCI,PRE,2028-09-03,False,74,64,True,True,True,True,False,True,True,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
dc191247-d0ae-454b-8603-e8fd00c1b91d,UPHOSPREF000386,Sharma & Srivastava Heart Institute,Single,PRIVATE,Trust,2007,Uttar Pradesh,UP,Ballia,Azamgarh,Ballia Block 4,242654,29.532723,78.47603,DR. SURESH KUMAR DUBEY,7810225024,hospital386@pvt.up.in,NABL,PRE,2027-12-15,False,231,173,True,True,True,True,False,True,True,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
147e8f13-860d-45f6-85d2-66035d3f20bd,UPHOSPREF000387,Singh & Verma Hospital & Research Centre,Single,PRIVATE,Trust,2018,Uttar Pradesh,UP,Gautam Buddha Nagar,Meerut,Gautam Block 8,258671,26.625221,82.886278,DR. ARVIND KUMAR PATEL,8095749850,hospital387@pvt.up.in,,FULL,2027-07-13,False,90,83,True,False,True,True,False,True,True,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
32536ac4-c916-4805-bf22-7f9facafca42,UPHOSPREF000388,Zonal Hospital Ghaziabad,Single,PUBLIC,Civil Hospital,1976,Uttar Pradesh,UP,Ghaziabad,Meerut,Loni,240460,25.183903,78.848365,DR. RAMU KAKA,7774843430,hospital388@gov.up.in,,,,False,27,22,True,False,False,True,False,True,True,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
7e18c107-d87e-4765-98f3-39d6dca8d4ee,UPHOSPREF000389,Community Health Centre Lalganj,Single,PUBLIC,Civil Hospital,1981,Uttar Pradesh,UP,Azamgarh,Azamgarh,Lalganj,233864,26.05941,82.480959,DR. VIJAY KUMAR,9869196876,hospital389@gov.up.in,JCI,,,False,203,171,True,True,True,True,True,True,False,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
6967284a-0de9-48cb-a5f3-502ca4965c0d,UPHOSPREF000390,Urban Community Health Centre Kushinagar Block 6,Single,PUBLIC,Medical College,1962,Uttar Pradesh,UP,Kushinagar,Gorakhpur,Kushinagar Block 6,231114,23.704602,77.90297,DR. BABLU KUMAR,7774722500,hospital390@gov.up.in,NABH,FULL,2030-12-03,False,31,27,True,False,True,True,False,True,True,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
66dae4d3-f113-4c1c-9dc8-1ddc5a865a5b,UPHOSPREF000391,Saraswati Nursing Home,Single,PRIVATE,Private,2018,Uttar Pradesh,UP,Meerut,Meerut,Rohta,235164,23.675199,80.148789,DR. DEVENDRA KUMAR,7569299500,hospital391@pvt.up.in,NABH,FULL,2029-06-10,False,218,204,True,False,True,True,False,True,True,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
f37ef077-1999-46e4-8c2c-ca943d522d04,UPHOSPREF000392,Krishna Nursing Home,Single,PRIVATE,Private,2000,Uttar Pradesh,UP,Ballia,Azamgarh,Ballia Block 5,248728,26.547729,82.891998,DR. MUKESH KUMAR DUBEY,7567055728,hospital392@pvt.up.in,NABH,PRE,2030-07-08,False,51,47,True,False,True,True,False,True,True,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
e775dad7-949b-4519-b9a4-c3bf6c98055e,UPHOSPREF000393,Shakti Nursing Home,Single,PRIVATE,Trust,2014,Uttar Pradesh,UP,Ghazipur,Varanasi,Ghazipur Block 6,240786,27.942586,79.758198,DR. MUKESH KUMAR,8070796444,hospital393@pvt.up.in,,FULL,2030-07-18,False,83,61,True,True,True,True,True,True,True,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
b82951e4-9794-4974-a95a-8941775bfa33,UPHOSPREF000394,Gupta & Agarwal Multispeciality Hospital,Single,PRIVATE,NGO,2011,Uttar Pradesh,UP,Deoria,Gorakhpur,Deoria Block 7,275941,27.997694,84.020388,DR. VIVEK KUMAR,7660701859,hospital394@pvt.up.in,NABL,FULL,,False,297,271,True,True,True,True,True,True,True,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
c5e8f573-a35c-4f59-b296-423d35e2a503,UPHOSPREF000395,Zonal Hospital Jalaun,Single,PUBLIC,District Hospital,1984,Uttar Pradesh,UP,Jalaun,Jhansi,Jalaun Block 1,224281,27.208369,79.580855,DR. GUDDU KUMAR PANDEY,9513115612,hospital395@gov.up.in,NABL,FULL,,False,29,21,True,False,False,True,False,True,True,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
a91e761e-c0bd-446e-b9ee-b293ce8f2cf8,UPHOSPREF000396,Trauma Centre Hathras Block 1,Single,PUBLIC,Medical College,1965,Uttar Pradesh,UP,Hathras,Aligarh,Hathras Block 1,237701,28.306036,82.246694,DR. SHIV KUMAR,7588731173,hospital396@gov.up.in,NABH,,2028-12-27,False,35,25,True,False,True,True,False,True,True,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
e06a0ad3-d515-4d3b-a763-716b2ea04899,UPHOSPREF000397,Urban Community Health Centre Kalyanpur,Single,PUBLIC,Medical College,1984,Uttar Pradesh,UP,Kanpur Nagar,Kanpur,Kalyanpur,294616,28.546442,77.660526,DR. DINESH KUMAR,8149757536,hospital397@gov.up.in,NABH,,,False,65,49,True,False,True,True,False,True,True,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
7ade0625-920e-4c17-9c49-26b5460ba358,UPHOSPREF000398,Gupta & Agarwal Medical Centre,Single,PRIVATE,Trust,2020,Uttar Pradesh,UP,Amroha,Moradabad,Amroha Block 7,265328,24.451757,84.073405,DR. SURESH KUMAR,7860708038,hospital398@pvt.up.in,NABH,FULL,,False,22,19,False,False,False,True,False,True,False,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
3f6e8f71-4b5e-412c-8c2d-e44ba17b6595,UPHOSPREF000399,Dr. Sharma Orthopaedic Centre,Single,PRIVATE,Trust,2006,Uttar Pradesh,UP,Hardoi,Lucknow,Hardoi Block 7,217645,29.441864,79.828219,DR. JAGDISH PRASAD,8065210758,hospital399@pvt.up.in,NABH,FULL,,False,28,26,True,False,False,True,False,True,True,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
04708f67-9623-4cbd-b6ba-dea7faf258a3,UPHOSPREF000400,Primary Health Centre Hardoi Block 7,Single,PUBLIC,CHC,1977,Uttar Pradesh,UP,Hardoi,Lucknow,Hardoi Block 7,287877,23.588675,79.213905,DR. PREM SHANKAR,9500471574,hospital400@gov.up.in,JCI,FULL,,False,38,35,False,False,True,True,False,True,True,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
5555d654-8be5-478d-9d4b-bb7fd625d29a,UPHOSPREF000401,Gupta & Srivastava Nursing Home,Single,PRIVATE,Private,1993,Uttar Pradesh,UP,Hardoi,Lucknow,Hardoi Block 3,280178,27.762087,77.564986,DR. SHYAM LAL,9437317902,hospital401@pvt.up.in,JCI,PRE,2027-09-11,False,184,168,True,True,True,True,True,True,True,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
d13d6915-8473-4197-ace7-e2e62cdecb96,UPHOSPREF000402,Ganesh Orthopaedic Centre,Single,PRIVATE,Private,1990,Uttar Pradesh,UP,Saharanpur,Saharanpur,Saharanpur Block 6,256196,27.185986,80.291636,DR. RAJEEV KUMAR,7029814854,hospital402@pvt.up.in,,,2030-11-25,True,129,92,False,True,True,True,True,True,True,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
ab21d38b-3945-4717-b1c9-c068f33a80f2,UPHOSPREF000403,Zonal Hospital Fatehpur,Single,PUBLIC,Medical College,1985,Uttar Pradesh,UP,Fatehpur,Prayagraj,Fatehpur Block 7,282719,26.317539,78.852811,DR. NARESH KUMAR,9775494342,hospital403@gov.up.in,JCI,,,False,95,73,True,True,True,True,True,True,True,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
6a79cf0f-7f1e-433a-ac0f-d0edfbb790ed,UPHOSPREF000404,Mishra & Srivastava Heart Institute,Single,PRIVATE,NGO,2004,Uttar Pradesh,UP,Mainpuri,Agra,Mainpuri Block 2,239872,28.159022,83.560428,DR. PREM SHANKAR GUPTA,8020836715,hospital404@pvt.up.in,NABH,FULL,2029-10-13,False,71,54,True,False,True,True,False,True,True,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
f4a39fd5-b6fd-4bbe-8b17-ee66e42185d8,UPHOSPREF000405,Community Health Centre Ambedkar Block 8,Single,PUBLIC,Civil Hospital,1986,Uttar Pradesh,UP,Ambedkar Nagar,Ayodhya,Ambedkar Block 8,217289,28.49153,80.719878,DR. RAMESH CHANDRA,7090524875,hospital405@gov.up.in,NABH,,2029-07-31,False,93,73,True,True,True,True,True,True,True,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
b311f10f-94e5-4859-963d-6349b6d9acca,UPHOSPREF000406,Sub-District Hospital Badaun,Single,PUBLIC,CHC,1991,Uttar Pradesh,UP,Badaun,Bareilly,Badaun Block 7,273523,27.373469,83.650197,DR. RAKESH KUMAR,7998804376,hospital406@gov.up.in,NABH,PRE,,False,19,14,False,False,False,True,False,True,False,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
588a58d8-6eae-4972-a4e3-77e30ffa3e3c,UPHOSPREF000407,Dr. Srivastava Hospital & Research Centre,Single,PRIVATE,Private,1993,Uttar Pradesh,UP,Sitapur,Lucknow,Sitapur Block 5,297812,27.373468,83.957815,DR. PREM SHANKAR,7884030787,hospital407@pvt.up.in,JCI,PRE,,False,225,188,False,True,True,True,True,True,False,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
b8bb53ec-7b96-4261-9bdd-39c9b8e48c9c,UPHOSPREF000408,Singh & Mishra Children Hospital,Single,PRIVATE,Trust,1993,Uttar Pradesh,UP,Prayagraj,Prayagraj,Phulpur,248885,25.335581,77.545382,DR. PAPPU YADAV,9743951017,hospital408@pvt.up.in,JCI,,2029-06-14,False,134,122,True,True,True,True,True,True,False,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
ef28273f-7695-4530-bcc3-0c89203e1552,UPHOSPREF000409,Zonal Hospital Jhansi,Single,PUBLIC,Medical College,1962,Uttar Pradesh,UP,Jhansi,Jhansi,Barua Sagar,237189,24.358778,77.899601,DR. ROHIT KUMAR,8074977940,hospital409@gov.up.in,NABH,,,False,32,29,True,False,True,True,False,True,True,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
cccef36f-0564-4e3f-8e1e-166c86a895ef,UPHOSPREF000410,Agarwal & Agarwal Multispeciality Hospital,Single,PRIVATE,Trust,2021,Uttar Pradesh,UP,Azamgarh,Azamgarh,Lalganj,213151,28.688048,82.881113,DR. HARI OM,9796841126,hospital410@pvt.up.in,NABL,,,False,59,49,True,True,True,True,True,True,True,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
b1aa3128-ec24-441c-9f91-c0d173ec2e65,UPHOSPREF000411,Trauma Centre Shahjahanpur Block 1,Single,PUBLIC,CHC,1965,Uttar Pradesh,UP,Shahjahanpur,Bareilly,Shahjahanpur Block 1,258984,24.821242,84.386549,DR. SANJAY KUMAR,9563307692,hospital411@gov.up.in,JCI,PRE,,False,235,217,True,True,True,True,False,True,True,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
b2903e45-442e-4dc9-b7e2-94c999ac28d8,UPHOSPREF000412,Trauma Centre Jalaun Block 1,Single,PUBLIC,District Hospital,1955,Uttar Pradesh,UP,Jalaun,Jhansi,Jalaun Block 1,203797,30.108904,83.456842,DR. SHYAM LAL,7727532025,hospital412@gov.up.in,NABH,PRE,,False,31,29,True,False,True,True,False,True,True,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
f36e39cb-f13a-43be-92b2-8a4c46a467e2,UPHOSPREF000413,Combined Hospital Muzaffarnagar,Single,PUBLIC,Civil Hospital,1987,Uttar Pradesh,UP,Muzaffarnagar,Saharanpur,Muzaffarnagar Block 4,256808,25.668251,79.318363,DR. SUSHIL KUMAR,9832311646,hospital413@gov.up.in,NABL,FULL,,False,28,25,True,False,False,True,False,True,True,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
9333300c-391b-456e-85ee-4a23b83df8e0,UPHOSPREF000414,Zonal Hospital Varanasi,Single,PUBLIC,CHC,1986,Uttar Pradesh,UP,Varanasi,Varanasi,Chiraigaon,246701,26.106819,83.087178,DR. DEEPAK KUMAR,7062068126,hospital414@gov.up.in,NABL,FULL,,False,78,67,True,False,True,True,False,True,True,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
aaf1df79-ec74-4f05-b724-5e9ec1f2c287,UPHOSPREF000415,Women Hospital Basti,Single,PUBLIC,CHC,1995,Uttar Pradesh,UP,Basti,Basti,Basti Block 8,204298,26.669894,79.500539,DR. ROHIT KUMAR SHARMA,9548998814,hospital415@gov.up.in,NABL,PRE,,False,102,78,True,False,True,True,False,True,True,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
25a3f989-e430-401f-9131-376f1cd8ff63,UPHOSPREF000416,Dr. Tiwari Children Hospital,Single,PRIVATE,NGO,2005,Uttar Pradesh,UP,Basti,Basti,Basti Block 5,239028,25.178961,77.445363,DR. NARESH KUMAR,8059114316,hospital416@pvt.up.in,NABL,PRE,2030-01-21,True,108,76,True,True,True,True,False,True,False,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
88aa76d4-a5a2-42d8-9d91-464c99d9aa38,UPHOSPREF000417,Agarwal & Mishra Cancer Institute,Single,PRIVATE,Private,2018,Uttar Pradesh,UP,Mahoba,Chitrakoot,Mahoba Block 6,217749,29.156659,80.18385,DR. SHYAM LAL,8115011858,hospital417@pvt.up.in,JCI,PRE,,False,108,92,True,False,True,True,False,True,True,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
5e4b493b-25cd-4a22-8924-51c3c6697718,UPHOSPREF000418,Zonal Hospital Basti,Single,PUBLIC,PHC,1972,Uttar Pradesh,UP,Basti,Basti,Basti Block 4,242118,30.364764,84.376573,DR. HARI OM KURMI,8008017139,hospital418@gov.up.in,JCI,PRE,2029-09-22,False,36,32,True,False,True,True,False,True,True,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
12b55e6b-1f5b-476b-8735-653792d91639,UPHOSPREF000419,Dr. Srivastava Surgical Centre,Single,PRIVATE,NGO,2005,Uttar Pradesh,UP,Lucknow,Lucknow,Gosainganj,291380,28.883897,80.271985,DR. RAJEEV KUMAR BIND,8016193128,hospital419@pvt.up.in,JCI,,,False,103,95,True,True,True,True,True,True,True,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
204d0dec-2428-43c3-9d83-f0299b9486f7,UPHOSPREF000420,Primary Health Centre Bahria,Single,PUBLIC,CHC,1990,Uttar Pradesh,UP,Prayagraj,Prayagraj,Bahria,213265,25.040258,81.02895,DR. NARESH KUMAR,7608272544,hospital420@gov.up.in,JCI,PRE,2027-01-18,False,136,109,False,True,True,True,False,True,True,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
9fa6ed63-66b7-4f8b-a1a8-6307316296a8,UPHOSPREF000421,Shakti Orthopaedic Centre,Single,PRIVATE,Private,2020,Uttar Pradesh,UP,Etawah,Kanpur,Etawah Block 5,225569,26.79037,81.502841,DR. RAJEEV KUMAR MISHRA,7721534493,hospital421@pvt.up.in,NABH,,,False,264,206,True,True,True,True,False,True,True,2026-02-27T15:58:11+05:30,2026-02-27T15:58:11+05:30
